Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Projection;Easting Coordinate;Northing Coordinate;Class Code;Postcode;Council Ward;Suburb;GISFid;Ownership;Road Name;Road Length;Left Locality;Right Locality;Road Classification;Feature_Type;Google Maps Direction
-37.981184412454255, 145.2361314072556;"{""coordinates"": [[145.2364965105, -37.981171096], [145.2363651385, -37.9811758878], [145.235766304, -37.9811977286]], ""type"": ""LineString""}";-37.98118441245985;145.23613140726158;MGA2020 Zone 55;345091;5794806;Local Road;3177;Waratah;Doveton;3493;Council;Golden Court;64;DOVETON;DOVETON;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.98118441245985,145.23613140726158/@your+location,17z/data=!4m2!4m1!3e0
-38.06584777765418, 145.34496201584128;"{""coordinates"": [[[145.3442393081, -38.0655657255], [145.3442272197, -38.0656259943], [145.3441984567, -38.0657503388]], [[145.3460275393, -38.0660143234], [145.3459340349, -38.0659908109], [145.3457520233, -38.0659450423], [145.3441984567, -38.0657503388], [145.3441571221, -38.0659290703]]], ""type"": ""MultiLineString""}";-38.06576178651905;145.34462527555502;MGA2020 Zone 55;354787;5785596;Local Road;3806;Kowan;Berwick;3498;Council;Gomery Court;204;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06576178651905,145.34462527555502/@your+location,17z/data=!4m2!4m1!3e0
-38.20089923137878, 145.22965539634987;"{""coordinates"": [[145.2298899906, -38.1996656304], [145.2298090614, -38.2000895787], [145.2297337931, -38.2004838397], [145.2296578945, -38.2008848497], [145.2296138552, -38.201117413], [145.2295148513, -38.2016423232], [145.2294210651, -38.2021328821]], ""type"": ""LineString""}";-38.200899231366165;145.2296553963593;MGA2020 Zone 55;344988;5770414;Local Road;3912;Cranbourne Gardens;Pearcedale;3505;Council;Gracemere Drive;276;PEARCEDALE;PEARCEDALE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.200899231366165,145.2296553963593/@your+location,17z/data=!4m2!4m1!3e0
-37.96918926954901, 145.23796286057024;"{""coordinates"": [[145.2383953514, -37.9691726536], [145.2382895145, -37.9691625216], [145.2382173953, -37.9691556174], [145.2380736364, -37.9691492804], [145.2380145375, -37.9691492808], [145.2379557367, -37.9691540999], [145.2378694992, -37.9691702259], [145.2378141956, -37.9691867506], [145.2377613408, -37.9692076935], [145.2375505987, -37.9693141696]], ""type"": ""LineString""}";-37.9691892695572;145.23796286059417;MGA2020 Zone 55;345227;5796140;Local Road;3802;Kalora;Endeavour Hills;3506;Council;Gracilis Court;78;ENDEAVOUR HILLS;ENDEAVOUR HILLS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.9691892695572,145.23796286059417/@your+location,17z/data=!4m2!4m1!3e0
-37.95949286585697, 145.28110000183585;"{""coordinates"": [[145.2812462172, -37.959222018], [145.2811868789, -37.9592964484], [145.2811086713, -37.9593945471], [145.2810926239, -37.9594180546], [145.281080701, -37.9594430481], [145.2810730952, -37.9594693186], [145.2810421647, -37.9596307701], [145.2810367926, -37.9596761092], [145.2810382228, -37.9597026928], [145.2810445367, -37.959735932], [145.2810553203, -37.9597684489], [145.2810661281, -37.9597918757]], ""type"": ""LineString""}";-37.959492865882964;145.28110000182792;MGA2020 Zone 55;348996;5797286;Local Road;3156;Kalora;Lysterfield South;3510;Council;Grand Valley Court;67;LYSTERFIELD SOUTH;LYSTERFIELD SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.959492865882964,145.28110000182792/@your+location,17z/data=!4m2!4m1!3e0
-38.025484527831026, 145.35262584505347;"{""coordinates"": [[145.3517036949, -38.025061686], [145.3518185048, -38.0251627702], [145.3520774784, -38.0253907819], [145.3521260579, -38.025423523], [145.3521786843, -38.0254520914], [145.3522639342, -38.0254864288], [145.3523240915, -38.0255032881], [145.3523861387, -38.0255151163], [145.3536509639, -38.0256661587]], ""type"": ""LineString""}";-38.025484527815564;145.35262584503735;MGA2020 Zone 55;355408;5790078;Local Road;3806;Akoonah;Berwick;3513;Council;Graneel Grove;192;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.025484527815564,145.35262584503735/@your+location,17z/data=!4m2!4m1!3e0
-38.011819850201654, 145.30564829208396;"{""coordinates"": [[[145.304069595, -38.0118789746], [145.303992924, -38.0119182329]], [[145.30718959, -38.0122957746], [145.3071542713, -38.0122315792], [145.3070814533, -38.0120992247], [145.3070602438, -38.0120672063], [145.3070349788, -38.0120370896], [145.3069900828, -38.011996158], [145.3069377423, -38.0119611995], [145.3068792108, -38.0119330423], [145.3068158941, -38.0119123645], [145.3067493073, -38.0118996513], [145.3047282132, -38.0116502564], [145.304656539, -38.0116464382], [145.3045849569, -38.0116513312], [145.3045151735, -38.0116648151], [145.3044704541, -38.0116784324], [145.3044277306, -38.0116955949], [145.3040697246, -38.0118789082]]], ""type"": ""MultiLineString""}";-38.01185822084203;145.3048604346861;MGA2020 Zone 55;351191;5791514;Local Road;3805;Grevillea;Narre Warren;3519;Council;Greenacre Crescent;314;NARRE WARREN;NARRE WARREN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.01185822084203,145.3048604346861/@your+location,17z/data=!4m2!4m1!3e0
-38.13676768136929, 145.372999407262;"{""coordinates"": [[[145.3730191028, -38.1358663121], [145.3730000504, -38.1359551758], [145.3728668078, -38.1365766379], [145.372873015, -38.1366898042], [145.3729150165, -38.1368515715], [145.3729935694, -38.1370125205]], [[145.372988754, -38.1370026541], [145.3731329329, -38.1372980639], [145.3731740949, -38.1374100679], [145.3731831512, -38.1375273704], [145.3731592342, -38.1376514754]]], ""type"": ""MultiLineString""}";-38.13688264844846;145.3730238932803;MGA2020 Zone 55;357417;5777748;Local Road;3978;Tooradin;Clyde;3525;Council;Greenland Avenue;205;CLYDE;CLYDE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.13688264844846,145.3730238932803/@your+location,17z/data=!4m2!4m1!3e0
-37.9754339339709, 145.24090188335794;"{""coordinates"": [[[145.2400120637, -37.9753386524], [145.2401032169, -37.9753484142], [145.2407083671, -37.9754132191], [145.2416361009, -37.9755125451]], [[145.2416361128, -37.9755125464], [145.2417917141, -37.9755292048]]], ""type"": ""MultiLineString""}";-37.97547323981752;145.24126899757806;MGA2020 Zone 55;345531;5795448;Local Road;3802;Kalora;Endeavour Hills;3530;Council;Griffith Street;157;ENDEAVOUR HILLS;ENDEAVOUR HILLS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.97547323981752,145.24126899757806/@your+location,17z/data=!4m2!4m1!3e0
-38.10228401528729, 145.33324622569802;"{""coordinates"": [[145.3318356026, -38.1021403049], [145.3319259503, -38.1021495096], [145.3339105588, -38.1023516862], [145.3345662287, -38.1024185222], [145.3346568454, -38.102427759]], ""type"": ""LineString""}";-38.10228401531352;145.33324622567142;MGA2020 Zone 55;353862;5781525;Local Road;3978;Dillwynia;Clyde North;3531;Council;Guernsey Street;249;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10228401531352,145.33324622567142/@your+location,17z/data=!4m2!4m1!3e0
-38.12916618578678, 145.30932589953255;"{""coordinates"": [[[145.3061610743, -38.1287804508], [145.3062837212, -38.1287956745], [145.3066002215, -38.12883496], [145.3078352223, -38.1289882487], [145.3081266823, -38.1290260512]], [[145.3079591307, -38.1290043198], [145.3085771523, -38.1290844758], [145.309547333, -38.1292006781], [145.3097423093, -38.1292111588], [145.3100002964, -38.1292431981], [145.3104218487, -38.1292955476]], [[145.310421168, -38.129295463], [145.3104224497, -38.1292956222], [145.3108481269, -38.1293586762], [145.3109626773, -38.1293779939], [145.3110987214, -38.1293957957], [145.3113532099, -38.1294282639], [145.3114503062, -38.1294406516], [145.3115862402, -38.1294458132], [145.3116969029, -38.1294458152], [145.3118475851, -38.1294458229], [145.3119931287, -38.1294629083]], [[145.3119931271, -38.1294629081], [145.3124683559, -38.129518694], [145.3125595572, -38.1295293996]]], ""type"": ""MultiLineString""}";-38.12923731162053;145.30995401504026;MGA2020 Zone 55;351874;5778498;Local Road;3977;Tooradin;Cranbourne East;3533;Council;Guineas Street;582;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12923731162053,145.30995401504026/@your+location,17z/data=!4m2!4m1!3e0
-38.148757955585076, 145.28526776018572;"{""coordinates"": [[145.2861243642, -38.1486701418], [145.2860138436, -38.1486225216], [145.2852804662, -38.1483065255], [145.2849130254, -38.1489640441], [145.2848048495, -38.1495157762], [145.2847882159, -38.1496006121]], ""type"": ""LineString""}";-38.1487579555723;145.28526776020078;MGA2020 Zone 55;349748;5776289;Local Road;3977;Cranbourne Gardens;Botanic Ridge;3537;Council;Gunbower Crescent;235;BOTANIC RIDGE;BOTANIC RIDGE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.1487579555723,145.28526776020078/@your+location,17z/data=!4m2!4m1!3e0
-38.10709420858586, 145.3184919565254;"{""coordinates"": [[[145.3170249938, -38.1069098963], [145.317143896, -38.1069251584], [145.3180264332, -38.1070384355], [145.3184485938, -38.107094094]], [[145.3184486189, -38.1070940973], [145.318990269, -38.1071655072], [145.3193405592, -38.107197353], [145.3199612995, -38.1072571745]]], ""type"": ""MultiLineString""}";-38.10709158175739;145.3184705645425;MGA2020 Zone 55;352576;5780969;Local Road;3977;Correa;Cranbourne East;3541;Council;Haflinger Avenue;260;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10709158175739,145.3184705645425/@your+location,17z/data=!4m2!4m1!3e0
-37.995083451603016, 145.23207232716396;"{""coordinates"": [[145.2330080042, -37.9948652508], [145.2329240908, -37.9948848202], [145.2312325004, -37.9952792994], [145.2311366498, -37.995301651]], ""type"": ""LineString""}";-37.99508345160702;145.23207232719153;MGA2020 Zone 55;344764;5793257;Local Road;3177;Waratah;Doveton;3543;Council;Hakea Street;171;DOVETON;DOVETON;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.99508345160702,145.23207232719153/@your+location,17z/data=!4m2!4m1!3e0
-37.95854573251893, 145.28277435569734;"{""coordinates"": [[145.2834641721, -37.9551253174], [145.2834631027, -37.9551310686], [145.2834586684, -37.9552440131], [145.2834250477, -37.9554596909], [145.2833632185, -37.9556630368], [145.2832827345, -37.9560650965], [145.2831041579, -37.9569620542], [145.2830101582, -37.9573108809], [145.2829795699, -37.9574257065], [145.282925458, -37.9575787617], [145.2828370384, -37.9579264125], [145.2825208224, -37.9598589657], [145.2823858382, -37.9605293016], [145.2821771946, -37.961762778], [145.2821482933, -37.9618789688], [145.2820781716, -37.9619516868]], ""type"": ""LineString""}";-37.95854573256356;145.28277435570126;MGA2020 Zone 55;349142;5797395;Local Road;3156;Kalora;Lysterfield South;3550;Council;Hallam North Road;769;LYSTERFIELD SOUTH;LYSTERFIELD SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.95854573256356,145.28277435570126/@your+location,17z/data=!4m2!4m1!3e0
-38.03476563805056, 145.26760591479672;"{""coordinates"": [[[145.2675896644, -38.0344970488], [145.2676767692, -38.0345422978], [145.2677213024, -38.0345671007]], [[145.2676423764, -38.0349521237], [145.2675783387, -38.0349607143], [145.2674847992, -38.0350056069]]], ""type"": ""MultiLineString""}";-38.034752271919615;145.26760875945808;MGA2020 Zone 55;347967;5788914;Local Road;3976;River Gum;Hampton Park;3551;Council;Hallam Road;29;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.034752271919615,145.26760875945808/@your+location,17z/data=!4m2!4m1!3e0
-37.97285701937033, 145.25574835787455;"{""coordinates"": [[145.255124266, -37.9727969656], [145.2552052842, -37.9728063438], [145.2559115083, -37.9728880891], [145.2559859593, -37.9728932639], [145.2560855907, -37.9728932247], [145.2561847175, -37.9728852556], [145.2562823268, -37.9728694433], [145.2563707416, -37.9728478757]], ""type"": ""LineString""}";-37.972857019374224;145.25574835788697;MGA2020 Zone 55;346797;5795762;Local Road;3802;Kalora;Endeavour Hills;3555;Council;Hamilton Close;110;ENDEAVOUR HILLS;ENDEAVOUR HILLS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.972857019374224,145.25574835788697/@your+location,17z/data=!4m2!4m1!3e0
-38.083765112811996, 145.27151236095554;"{""coordinates"": [[145.2710822413, -38.0836062254], [145.2711917017, -38.0836420792], [145.2715784707, -38.0837687645], [145.2716553182, -38.0837975467], [145.2717255304, -38.0838354594], [145.2717874054, -38.0838815727], [145.271902214, -38.0839939702]], ""type"": ""LineString""}";-38.08376511280178;145.27151236096117;MGA2020 Zone 55;348411;5783481;Local Road;3977;Correa;Cranbourne;3559;Council;Hannah Court;85;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.08376511280178,145.27151236096117/@your+location,17z/data=!4m2!4m1!3e0
-38.06288601894515, 145.25970725885895;"{""coordinates"": [[145.2613496922, -38.0630672186], [145.2612640019, -38.0630575098], [145.2609292378, -38.0630195804], [145.2608753489, -38.0630123457], [145.260856856, -38.0630093225], [145.2608384183, -38.0630060388], [145.2605582204, -38.0629540595], [145.2605406166, -38.0629508908], [145.2605229324, -38.0629479372], [145.2605051921, -38.0629451919], [145.2604873971, -38.0629426359], [145.2604695435, -38.0629402961], [145.2604516361, -38.0629381548], [145.2603174875, -38.0629229584], [145.2591894685, -38.0627951385], [145.2591288715, -38.0627889355], [145.2590680748, -38.062784094], [145.259007146, -38.0627805941], [145.2589252088, -38.0627780139], [145.2588432107, -38.0627778569], [145.2587545906, -38.0627804261], [145.2586712081, -38.0627854429], [145.2585881307, -38.0627929721], [145.2585054851, -38.0628030148], [145.2583959946, -38.0628202943], [145.2582877606, -38.0628419775], [145.2581810572, -38.06286799], [145.2581554715, -38.0628765124], [145.2580701289, -38.0629049396]], ""type"": ""LineString""}";-38.06288601895147;145.25970725884645;MGA2020 Zone 55;347332;5785779;Local Road;3975;River Gum;Lynbrook;3560;Council;Hanrahan Wynd;292;LYNBROOK;LYNBROOK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06288601895147,145.25970725884645/@your+location,17z/data=!4m2!4m1!3e0
-38.21440457352678, 145.31782277291043;"{""coordinates"": [[[145.3157997744, -38.2129818952], [145.3157317861, -38.2129817007], [145.3154226043, -38.2129808156]], [[145.3162507675, -38.2149971698], [145.3163189711, -38.2150307813], [145.3164433158, -38.2150478326], [145.3166213155, -38.2150325464], [145.3166425965, -38.2150345778]], [[145.3166426374, -38.2150345818], [145.3168491041, -38.2150542901], [145.3170302332, -38.2150909733], [145.3183223876, -38.2156065973], [145.3194259185, -38.2156224003], [145.319512663, -38.2150159085], [145.3191755367, -38.2146426204], [145.3188420539, -38.2143790798], [145.3170787326, -38.2129855463], [145.3157998126, -38.2129818953]]], ""type"": ""MultiLineString""}";-38.214152068320345;145.31668399477087;MGA2020 Zone 55;352636;5769085;Local Road;3977;Cranbourne Gardens;Cannons Creek;3562;Council;Hardy Avenue;817;CANNONS CREEK;CANNONS CREEK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.214152068320345,145.31668399477087/@your+location,17z/data=!4m2!4m1!3e0
-38.12799992472128, 145.305107573526;"{""coordinates"": [[145.3051737972, -38.1277292318], [145.3051595531, -38.1278007781], [145.3051097205, -38.1280510794], [145.3050627272, -38.1281510328], [145.3050063673, -38.1282584794]], ""type"": ""LineString""}";-38.12799992470921;145.3051075735147;MGA2020 Zone 55;351447;5778627;Local Road;3977;Tooradin;Cranbourne East;3563;Council;Hargood Place;60;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12799992470921,145.3051075735147/@your+location,17z/data=!4m2!4m1!3e0
-38.10736407122572, 145.27096659982104;"{""coordinates"": [[145.2708496237, -38.1072322373], [145.2709028109, -38.1072921802], [145.271083576, -38.1074959051]], ""type"": ""LineString""}";-38.10736407127862;145.27096659980353;MGA2020 Zone 55;348412;5780862;Local Road;3977;Quarters;Cranbourne;3564;Council;Hargrave Court;35;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10736407127862,145.27096659980353/@your+location,17z/data=!4m2!4m1!3e0
-38.11997512391865, 145.25066638055273;"{""coordinates"": [[145.2509442066, -38.1186596311], [145.2506738363, -38.1199398386], [145.2503885477, -38.1212906153]], ""type"": ""LineString""}";-38.119975123923645;145.250666380541;MGA2020 Zone 55;346658;5779429;Local Road;3977;Cranbourne Gardens;Cranbourne;3567;Council;Harpenden Terrace;296;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.119975123923645,145.250666380541/@your+location,17z/data=!4m2!4m1!3e0
-38.023751122008484, 145.2988201022903;"{""coordinates"": [[145.2991312688, -38.0233775242], [145.2985561967, -38.0240679767], [145.2985089354, -38.0241247195]], ""type"": ""LineString""}";-38.02375112200897;145.2988201022914;MGA2020 Zone 55;350684;5790185;Local Road;3805;Casuarina;Narre Warren;3572;Council;Haven Court;99;NARRE WARREN;NARRE WARREN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.02375112200897,145.2988201022914/@your+location,17z/data=!4m2!4m1!3e0
-38.06828563603381, 145.2970737835262;"{""coordinates"": [[145.297168214, -38.0677934959], [145.2971546044, -38.0678644257], [145.296990534, -38.0687195038], [145.2969793527, -38.0687777761]], ""type"": ""LineString""}";-38.068285636004845;145.29707378354365;MGA2020 Zone 55;350621;5785240;Local Road;3805;Casuarina;Narre Warren South;3574;Council;Hayley Way;110;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.068285636004845,145.29707378354365/@your+location,17z/data=!4m2!4m1!3e0
-38.062379783309275, 145.3416824688544;"{""coordinates"": [[145.3405683501, -38.0622401127], [145.3406721447, -38.0622531247], [145.3413111207, -38.0623332266], [145.3420539157, -38.0624263541], [145.3427063516, -38.0625081389], [145.3427965881, -38.06251945]], ""type"": ""LineString""}";-38.06237978330066;145.34168246883272;MGA2020 Zone 55;354523;5785967;Local Road;3806;Kowan;Berwick;3575;Council;Hayman Street;197;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06237978330066,145.34168246883272/@your+location,17z/data=!4m2!4m1!3e0
-38.092393418213085, 145.27217072537547;"{""coordinates"": [[145.2716236943, -38.0923305197], [145.2717259142, -38.0923422735], [145.2727177565, -38.0924563163]], ""type"": ""LineString""}";-38.092393418209575;145.27217072542075;MGA2020 Zone 55;348486;5782525;Local Road;3977;Quarters;Cranbourne;3577;Council;Hazlitt Court;96;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.092393418209575,145.27217072542075/@your+location,17z/data=!4m2!4m1!3e0
-37.97229591921935, 145.23657046268383;"{""coordinates"": [[145.2365545238, -37.9721963997], [145.2365677549, -37.9723035225], [145.2365945566, -37.972393736]], ""type"": ""LineString""}";-37.97229591925376;145.2365704626644;MGA2020 Zone 55;345111;5795793;Freeway;3177;Waratah;Doveton;3581;VicRoads;Heatherton - Monash In Ramp;22;DOVETON;DOVETON;Freeway;Road Responsibilty;https://www.google.com.au/maps/dir//-37.97229591925376,145.2365704626644/@your+location,17z/data=!4m2!4m1!3e0
-38.005146580111116, 145.3080933862763;"{""coordinates"": [[[145.3077646855, -38.0048424206], [145.3081243562, -38.0048887446]], [[145.3085870248, -38.0049483279], [145.3081243562, -38.0048887446], [145.3079365709, -38.005762858], [145.3079210993, -38.005834875]]], ""type"": ""MultiLineString""}";-38.00504160670029;145.3080377740279;MGA2020 Zone 55;351454;5792275;Local Road;3805;Grevillea;Narre Warren;3585;Council;Helen Court;179;NARRE WARREN;NARRE WARREN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.00504160670029,145.3080377740279/@your+location,17z/data=!4m2!4m1!3e0
-38.1244469211346, 145.32763233048314;"{""coordinates"": [[145.3271832208, -38.1243906162], [145.3279913318, -38.1244919292], [145.3280814402, -38.1245032258]], ""type"": ""LineString""}";-38.12444692113706;145.32763233052123;MGA2020 Zone 55;353414;5779057;Local Road;3978;Tooradin;Clyde;3589;Council;Henderson Street;79;CLYDE;CLYDE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12444692113706,145.32763233052123/@your+location,17z/data=!4m2!4m1!3e0
-38.107793063299894, 145.2471092581332;"{""coordinates"": [[[145.2462000359, -38.1076781123], [145.2462895524, -38.1076894304]], [[145.2462895023, -38.107689424], [145.2479275304, -38.1078965151]], [[145.2479275285, -38.1078965149], [145.248018524, -38.1079080185]]], ""type"": ""MultiLineString""}";-38.10779300253364;145.24710877891596;MGA2020 Zone 55;346321;5780775;Local Road;3977;Quarters;Cranbourne West;3595;Council;Hessian Place;161;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10779300253364,145.24710877891596/@your+location,17z/data=!4m2!4m1!3e0
-38.116676497846505, 145.23478901627882;"{""coordinates"": [[[145.2341030399, -38.1165883943], [145.2342593029, -38.1166084647]], [[145.2342587682, -38.116608396], [145.2353858828, -38.1167531559], [145.2354754058, -38.1167646532]]], ""type"": ""MultiLineString""}";-38.11664247718372;145.23452412920014;MGA2020 Zone 55;345236;5779772;Local Road;3977;Cranbourne Gardens;Cranbourne West;3596;Council;Hestia Avenue;121;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.11664247718372,145.23452412920014/@your+location,17z/data=!4m2!4m1!3e0
-38.0359165652348, 145.27436036298414;"{""coordinates"": [[[145.273671687, -38.0351151068], [145.2736569571, -38.0351880979]], [[145.2736569372, -38.0351881963], [145.2736039134, -38.0354509428], [145.2735933084, -38.0354885268], [145.2735786253, -38.0355227139], [145.2735580776, -38.0355576349], [145.273504612, -38.0356333259], [145.273490304, -38.0356801694], [145.2734901818, -38.0357249186], [145.2735042366, -38.0357717884], [145.2735297493, -38.0358117216], [145.2735691253, -38.0358484979], [145.2736185611, -38.035876693], [145.2736751704, -38.0358946641], [145.2746590791, -38.0360997867], [145.2749619528, -38.0361629246], [145.2750874877, -38.036183891], [145.275211883, -38.0361920474], [145.2753366428, -38.036188015], [145.2754598549, -38.0361718587], [145.2757235237, -38.0360984963]]], ""type"": ""MultiLineString""}";-38.03554381445973;145.27402119648767;MGA2020 Zone 55;348529;5788837;Local Road;3976;River Gum;Hampton Park;3605;Council;Gandin Court;282;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.03554381445973,145.27402119648767/@your+location,17z/data=!4m2!4m1!3e0
-38.060287419313276, 145.31336376975946;"{""coordinates"": [[145.3133755649, -38.059747575], [145.3133685377, -38.0605473111], [145.3133262213, -38.0607534402], [145.3133119374, -38.0608230186]], ""type"": ""LineString""}";-38.06028741930558;145.3133637697578;MGA2020 Zone 55;352034;5786154;Local Road;3805;Kowan;Narre Warren South;3607;Council;Gardenia Court;119;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06028741930558,145.3133637697578/@your+location,17z/data=!4m2!4m1!3e0
-38.043655146863415, 145.30059302473734;"{""coordinates"": [[145.2998379616, -38.0419190196], [145.3001173207, -38.0424790811], [145.3010181328, -38.0442955539], [145.301039254, -38.044358133], [145.3010479972, -38.0444225447], [145.3010441551, -38.0444872575], [145.3008626329, -38.0453717013], [145.3008443889, -38.0454605919]], ""type"": ""LineString""}";-38.04365514688023;145.300593024749;MGA2020 Zone 55;350880;5787978;Local Road;3805;Casuarina;Narre Warren South;3610;Council;Gaskett Court;414;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.04365514688023,145.300593024749/@your+location,17z/data=!4m2!4m1!3e0
-38.09625571011052, 145.29487094944963;"{""coordinates"": [[145.2949180208, -38.096033552], [145.294903966, -38.0960998855], [145.294823878, -38.0964778682]], ""type"": ""LineString""}";-38.09625571011438;145.29487094942726;MGA2020 Zone 55;350485;5782133;Local Road;3977;Correa;Cranbourne East;3613;Council;Gatwick Court;49;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.09625571011438,145.29487094942726/@your+location,17z/data=!4m2!4m1!3e0
-38.216038971028546, 145.33539753986588;"{""coordinates"": [[145.3319102444, -38.214092318], [145.3319688402, -38.2141648398], [145.3321332214, -38.2143682872], [145.3323918047, -38.2146242064], [145.3326669968, -38.2148455759], [145.332996443, -38.2150603637], [145.3334951482, -38.2153565864], [145.3340795435, -38.2157076654], [145.3343756183, -38.2158855351], [145.3347669878, -38.2161115963], [145.3349569924, -38.2162078188], [145.3352796127, -38.2163511373], [145.3354081348, -38.216402073], [145.3356151754, -38.2164775821], [145.3357586848, -38.2165246756], [145.3358634743, -38.2165562461], [145.3359038686, -38.2165684214], [145.3360916637, -38.216616994], [145.3362389594, -38.2166550946], [145.3363997794, -38.2166896884], [145.3369025603, -38.216771613], [145.3374125206, -38.2168144733], [145.337839669, -38.2168202786], [145.3380090749, -38.216813822], [145.3381061945, -38.2168102427], [145.3383779883, -38.2168191756], [145.3386453202, -38.2168589078], [145.338883289, -38.2169222363], [145.3391770302, -38.2170484201], [145.3392731567, -38.2170897134]], ""type"": ""LineString""}";-38.21603897101796;145.3353975398561;MGA2020 Zone 55;354270;5768910;Collector Road;3980;Cranbourne Gardens;Blind Bight;3615;Council;Gentle Annie Drive;755;BLIND BIGHT;BLIND BIGHT;level 4;Road Responsibilty;https://www.google.com.au/maps/dir//-38.21603897101796,145.3353975398561/@your+location,17z/data=!4m2!4m1!3e0
-38.10737812467555, 145.28031894200998;"{""coordinates"": [[145.2798000277, -38.1073143685], [145.2798755004, -38.1073236417], [145.2807420578, -38.1074301104], [145.2808378564, -38.1074418802]], ""type"": ""LineString""}";-38.107378124673296;145.28031894200086;MGA2020 Zone 55;349232;5780875;Local Road;3977;Quarters;Cranbourne;3618;Council;Gill Street;92;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.107378124673296,145.28031894200086/@your+location,17z/data=!4m2!4m1!3e0
-38.08057375196206, 145.34974617478085;"{""coordinates"": [[145.3499122205, -38.0796886534], [145.3498987446, -38.0797604875], [145.349597616, -38.081365636], [145.3495801284, -38.0814588504]], ""type"": ""LineString""}";-38.08057375195134;145.34974617480376;MGA2020 Zone 55;355266;5783960;Local Road;3978;Dillwynia;Clyde North;3620;Council;Gillingham Crescent;198;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.08057375195134,145.34974617480376/@your+location,17z/data=!4m2!4m1!3e0
