Location Coordinate;Feature Extent;Postcode;Projection;Latitude Coordinate;Longitude Coordinate;Location;Bin Type;Bin Type (other);Number of Bins;Bin Size;Bin Size (other);Waste Type;Waste Type (other);Bin Colours;Bin Colours (other);Stand Condition;Stand Condition - other;Plate Fitting;Locking;Locking - other;Key Requirement;Bin Condition;Bin Condition - other;Date;Easting Coordinate;Northing Coordinate;GISFid;Google Maps Direction;Property_Address;Suburb;Last Modification Date;Council Ward
-38.0266011414, 145.339377802;"{""coordinates"": [145.339377802, -38.0266011414], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.026601141396355;145.33937780199759;;Cage;;1;660lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2022-08-19;354250;5789933;1509;https://www.google.com.au/maps/dir//-38.026601141396355,145.33937780199759/@your+location,17z/data=!4m2!4m1!3e0;Princes Hwy Berwick Vic 3806;Berwick;2025-05-26;Grevillea
-38.0264875666, 145.337742157;"{""coordinates"": [145.337742157, -38.0264875666], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.02648756659637;145.33774215699756;;Cage;;3;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-08-19;354106;5789943;1513;https://www.google.com.au/maps/dir//-38.02648756659637,145.33774215699756/@your+location,17z/data=!4m2!4m1!3e0;Princes Hwy Berwick 3806;Berwick;2025-05-26;Grevillea
-38.0298690359, 145.346463109;"{""coordinates"": [145.346463109, -38.0298690359], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.02986903589636;145.34646310899765;;Cage;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-08-19;354878;5789582;1525;https://www.google.com.au/maps/dir//-38.02986903589636,145.34646310899765/@your+location,17z/data=!4m2!4m1!3e0;1 Blackburne Sq Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0314073665, 145.345994895;"{""coordinates"": [145.345994895, -38.0314073665], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.031407366496346;145.34599489499757;;Cage;;2;120lt,240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-08-19;354840;5789410;1537;https://www.google.com.au/maps/dir//-38.031407366496346,145.34599489499757/@your+location,17z/data=!4m2!4m1!3e0;96 High St Berwick 3806;Berwick;2025-05-26;Akoonah
-38.031839747, 145.346132107;"{""coordinates"": [145.346132107, -38.031839747], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.03183974699636;145.34613210699757;;Cage;;1;120lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-19;354853;5789362;1538;https://www.google.com.au/maps/dir//-38.03183974699636,145.34613210699757/@your+location,17z/data=!4m2!4m1!3e0;6-8 Gloucester Ave Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0293179257, 145.364001487;"{""coordinates"": [145.364001487, -38.0293179257], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.02931792569641;145.36400148699778;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;3- Good;;2022-08-19;356416;5789670;1541;https://www.google.com.au/maps/dir//-38.02931792569641,145.36400148699778/@your+location,17z/data=!4m2!4m1!3e0;79-93 Manuka Rd Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0733128591, 145.357103013;"{""coordinates"": [145.357103013, -38.0733128591], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.073312859096376;145.3571030129977;;Cage;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-08-19;355897;5784777;1542;https://www.google.com.au/maps/dir//-38.073312859096376,145.3571030129977/@your+location,17z/data=!4m2!4m1!3e0;1151  Wurundjeri Bvd Berwick 3806;Berwick;2025-05-26;Dillwynia
-38.0742069986, 145.357840788;"{""coordinates"": [145.357840788, -38.0742069986], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.07420699859638;145.35784078799767;;Cage;;1;120lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-08-19;355963;5784679;1543;https://www.google.com.au/maps/dir//-38.07420699859638,145.35784078799767/@your+location,17z/data=!4m2!4m1!3e0;1151 Wurendjeri Blvd Berwick 3806;Berwick;2025-05-26;Dillwynia
-38.1446437805, 145.2611707251;"{""coordinates"": [145.2611707251, -38.1446437805], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.14464378053229;145.26117072512525;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-06-26;347630;5776709;656;https://www.google.com.au/maps/dir//-38.14464378053229,145.26117072512525/@your+location,17z/data=!4m2!4m1!3e0;Hayloft Way Botanic Ridge 3977;Botanic Ridge;2025-05-26;Cranbourne Gardens
-38.1268222841, 145.3066805423;"{""coordinates"": [145.3066805423, -38.1268222841], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12682228406284;145.30668054228116;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-06-26;351582;5778760;658;https://www.google.com.au/maps/dir//-38.12682228406284,145.30668054228116/@your+location,17z/data=!4m2!4m1!3e0;cnr Casey Fields Blvd & Artemis Drv Cranbourne East VIC 3977 AU;Cranbourne East;2025-05-26;Tooradin
-38.0405705578, 145.343527646;"{""coordinates"": [145.343527646, -38.0405705578], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.04057055779636;145.34352764599765;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-10-17;354641;5788390;670;https://www.google.com.au/maps/dir//-38.04057055779636,145.34352764599765/@your+location,17z/data=!4m2!4m1!3e0;117 Clyde Rd Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0512127505, 145.256483938;"{""coordinates"": [145.256483938, -38.0512127505], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.05121275049616;145.25648393799707;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-09-28;347025;5787069;672;https://www.google.com.au/maps/dir//-38.05121275049616,145.25648393799707/@your+location,17z/data=!4m2!4m1!3e0;75 Lynbrook Blvd Lynbrook 3975;Lynbrook;2025-05-26;River Gum
-38.0556193452, 145.3220382396;"{""coordinates"": [145.3220382396, -38.0556193452], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.05561934522575;145.32203823956138;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2024-03-15;352786;5786686;676;https://www.google.com.au/maps/dir//-38.05561934522575,145.32203823956138/@your+location,17z/data=!4m2!4m1!3e0;Somme Crs Berwick 3806;Berwick;2025-05-26;Akoonah
-38.1023593008, 145.3891371488;"{""coordinates"": [145.3891371488, -38.1023593008], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.102359300799385;145.38913714882523;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;;5- Excellent;;2024-03-25;358763;5781604;679;https://www.google.com.au/maps/dir//-38.102359300799385,145.38913714882523/@your+location,17z/data=!4m2!4m1!3e0;32 Burnbank Pde Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.1209480257, 145.3296031112;"{""coordinates"": [145.3296031112, -38.1209480257], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.120948025747715;145.3296031111622;;Cage;;2;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;;353580;5779449;684;https://www.google.com.au/maps/dir//-38.120948025747715,145.3296031111622/@your+location,17z/data=!4m2!4m1!3e0;25I Waterman Dr Clyde 3978;Clyde;2025-05-26;Tooradin
-38.120516, 145.327979;"{""coordinates"": [145.327979, -38.120516], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.120515999996286;145.32797899999755;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2024-02-22;353437;5779494;686;https://www.google.com.au/maps/dir//-38.120515999996286,145.32797899999755/@your+location,17z/data=!4m2!4m1!3e0;10 Patersons Rd  CLYDE NORTH 3978 Australia;Clyde;2025-05-26;Tooradin
-38.0407401966, 145.343907466;"{""coordinates"": [145.343907466, -38.0407401966], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.04074019659635;145.34390746599757;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2024-02-21;354675;5788371;688;https://www.google.com.au/maps/dir//-38.04074019659635,145.34390746599757/@your+location,17z/data=!4m2!4m1!3e0;18 Kangan Drv Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0782724187, 145.352656919;"{""coordinates"": [145.352656919, -38.0782724187], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.07827241869636;145.35265691899767;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;355517;5784220;691;https://www.google.com.au/maps/dir//-38.07827241869636,145.35265691899767/@your+location,17z/data=!4m2!4m1!3e0;5 Evica Rd Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.0691939148, 145.2513918766;"{""coordinates"": [145.2513918766, -38.0691939148], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.069193914765755;145.2513918765823;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-15;346615;5785065;693;https://www.google.com.au/maps/dir//-38.069193914765755,145.2513918765823/@your+location,17z/data=!4m2!4m1!3e0;7 Watergardens Cct Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.1028447237, 145.2458042473;"{""coordinates"": [145.2458042473, -38.1028447237], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10284472373487;145.24580424732378;;Compound;;16;240lt;;General,Recycle;;Green,Yellow;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-15;346196;5781322;694;https://www.google.com.au/maps/dir//-38.10284472373487,145.24580424732378/@your+location,17z/data=!4m2!4m1!3e0;8 Tony Way Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.1242825893, 145.3154332438;"{""coordinates"": [145.3154332438, -38.1242825893], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12428258926521;145.31543324382585;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;352344;5779056;697;https://www.google.com.au/maps/dir//-38.12428258926521,145.31543324382585/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1151235003, 145.2561082643;"{""coordinates"": [145.2561082643, -38.1151235003], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.115123500268844;145.25610826429158;;Cage;;2;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;347125;5779976;699;https://www.google.com.au/maps/dir//-38.115123500268844,145.25610826429158/@your+location,17z/data=!4m2!4m1!3e0;5 Floyd Cct Cranbourne 3977;Cranbourne;2025-05-26;Cranbourne Gardens
-38.1110281993, 145.2540855198;"{""coordinates"": [145.2540855198, -38.1110281993], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11102819926422;145.2540855198303;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;346939;5780427;700;https://www.google.com.au/maps/dir//-38.11102819926422,145.2540855198303/@your+location,17z/data=!4m2!4m1!3e0;80 Willow Glen Blvd Cranbourne 3977;Cranbourne;2025-05-26;Cranbourne Gardens
-38.110535764, 145.2494778876;"{""coordinates"": [145.2494778876, -38.110535764], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11053576401354;145.2494778876255;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;346534;5780475;702;https://www.google.com.au/maps/dir//-38.11053576401354,145.2494778876255/@your+location,17z/data=!4m2!4m1!3e0;Verve Cct Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.1093540416, 145.245995252;"{""coordinates"": [145.245995252, -38.1093540416], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10935404158634;145.2459952520173;;Cage,Compound;;2;240lt;;General,Recycle;;Green,Yellow;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;346226;5780600;703;https://www.google.com.au/maps/dir//-38.10935404158634,145.2459952520173/@your+location,17z/data=!4m2!4m1!3e0;15 Ercildoune Crt Cranbourne West 3977;Cranbourne West;2025-05-26;Quarters
-38.0858541879, 145.3437827504;"{""coordinates"": [145.3437827504, -38.0858541879], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.08585418789198;145.34378275042667;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;354753;5783365;705;https://www.google.com.au/maps/dir//-38.08585418789198,145.34378275042667/@your+location,17z/data=!4m2!4m1!3e0;1300 Pound Rd (Enter off Gator Esp) Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.1190863277, 145.3088364924;"{""coordinates"": [145.3088364924, -38.1190863277], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.119086327685906;145.30883649238294;;Free Standing;;20;240lt;;General,Recycle;;Green,Yellow;;;;;Other;;no;5- Excellent;;2024-02-12;351756;5779622;706;https://www.google.com.au/maps/dir//-38.119086327685906,145.30883649238294/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.143910588, 145.2803708031;"{""coordinates"": [145.2803708031, -38.143910588], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.14391058797917;145.28037080308343;;Cage;;2;240lt;;General;;Green;;5- Excellent;;;Working;;no;5- Excellent;;2024-02-12;349311;5776822;708;https://www.google.com.au/maps/dir//-38.14391058797917,145.28037080308343/@your+location,17z/data=!4m2!4m1!3e0;Gumflats Way Botanic Ridge 3977;Botanic Ridge;2025-05-26;Cranbourne Gardens
-38.1132090754, 145.3686496663;"{""coordinates"": [145.3686496663, -38.1132090754], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.11320907543794;145.36864966634917;;Cage;;3;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2024-01-30;356988;5780368;709;https://www.google.com.au/maps/dir//-38.11320907543794,145.36864966634917/@your+location,17z/data=!4m2!4m1!3e0;16 Cavern Blvd Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.0046430487, 145.2658321645;"{""coordinates"": [145.2658321645, -38.0046430487], ""type"": ""Point""}";3803;MGA2020 Zone 55;-38.00464304871389;145.265832164509;;Free Standing;;1;"""1,100lt""";;General;;Green;;N/A;;;Working;;no;5- Excellent;;2023-10-12;347749;5792252;715;https://www.google.com.au/maps/dir//-38.00464304871389,145.265832164509/@your+location,17z/data=!4m2!4m1!3e0;2 Princes Domain Drv Hallam 3803;Hallam;2025-05-26;Waratah
-38.0570782953, 145.2977823727;"{""coordinates"": [145.2977823727, -38.0570782953], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.05707829528388;145.29778237268127;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2023-10-19;350660;5786485;719;https://www.google.com.au/maps/dir//-38.05707829528388,145.29778237268127/@your+location,17z/data=!4m2!4m1!3e0;89-101 Oakgrove Drv Narre Warren South 3805;Narre Warren South;2025-05-26;Casuarina
-37.9868530311, 145.2359645165;"{""coordinates"": [145.2359645165, -37.9868530311], ""type"": ""Point""}";3177;MGA2020 Zone 55;-37.98685303108714;145.23596451648208;;Cage;;1;240lt;;General;;;;4- Very Good;;;Working;;yes;5- Excellent;;2023-10-12;345089;5794177;722;https://www.google.com.au/maps/dir//-37.98685303108714,145.23596451648208/@your+location,17z/data=!4m2!4m1!3e0;156-158 Kidds Rd Doveton 3177;Doveton;2025-05-26;Waratah
-38.0044316165, 145.2722426177;"{""coordinates"": [145.2722426177, -38.0044316165], ""type"": ""Point""}";3803;MGA2020 Zone 55;-38.00443161653133;145.27224261767242;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2023-09-25;348311;5792286;727;https://www.google.com.au/maps/dir//-38.00443161653133,145.27224261767242/@your+location,17z/data=!4m2!4m1!3e0;5-6 Tara Crt Hallam 3803;Hallam;2025-05-26;Waratah
-38.077944, 145.269247;"{""coordinates"": [145.269247, -38.077944], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.07794399999619;145.2692469999971;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2023-01-23;348200;5784124;737;https://www.google.com.au/maps/dir//-38.07794399999619,145.2692469999971/@your+location,17z/data=!4m2!4m1!3e0;125-47 Endeavour Drv Cranbourne North Vic 3977;Cranbourne North;2025-05-26;River Gum
-38.11865, 145.309205;"{""coordinates"": [145.309205, -38.11865], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.118649999996244;145.30920499999743;;Cage;;1;660lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2023-01-23;351787;5779671;738;https://www.google.com.au/maps/dir//-38.118649999996244,145.30920499999743/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East Vic 3977;Cranbourne East;2025-05-26;Tooradin
-38.075361, 145.338625;"{""coordinates"": [145.338625, -38.075361], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.07536099999633;145.3386249999976;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;3- Good;;2023-01-23;354280;5784521;743;https://www.google.com.au/maps/dir//-38.07536099999633,145.3386249999976/@your+location,17z/data=!4m2!4m1!3e0;99  Grices Rd Berwick Vic 3806;Clyde North;2025-05-26;Dillwynia
-38.039893, 145.32891;"{""coordinates"": [145.32891, -38.039893], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.03989299999634;145.3289099999975;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2023-01-24;353357;5788442;744;https://www.google.com.au/maps/dir//-38.03989299999634,145.3289099999975/@your+location,17z/data=!4m2!4m1!3e0;70 Melzak Way Narre Warren Vic 3805;Berwick;2025-05-26;Casuarina
-38.1180404127, 145.30302071;"{""coordinates"": [145.30302071, -38.1180404127], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11804041269623;145.30302070999733;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2023-01-23;351244;5779729;745;https://www.google.com.au/maps/dir//-38.11804041269623,145.30302070999733/@your+location,17z/data=!4m2!4m1!3e0;Marrone Bvd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.0453159614, 145.2702041344;"{""coordinates"": [145.2702041344, -38.0453159614], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.04531596138509;145.27020413441787;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2023-01-23;348216;5787746;756;https://www.google.com.au/maps/dir//-38.04531596138509,145.27020413441787/@your+location,17z/data=!4m2!4m1!3e0;41-47 Horizon Blvd Hampton Park 3976;Hampton Park;2025-05-26;River Gum
-38.0342017576, 145.2639894947;"{""coordinates"": [145.2639894947, -38.0342017576], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.034201757638925;145.26398949468248;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2023-01-23;347648;5788969;757;https://www.google.com.au/maps/dir//-38.034201757638925,145.26398949468248/@your+location,17z/data=!4m2!4m1!3e0;28 Stuart Ave Hampton Park 3976;Hampton Park;2025-05-26;Waratah
-38.0346028414, 145.2671999765;"{""coordinates"": [145.2671999765, -38.0346028414], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.034602841393955;145.2671999765021;;Cage;;1;240lt;;General;;Blue;;4- Very Good;;;Working;;yes;4- Very Good;;2023-01-23;347931;5788930;758;https://www.google.com.au/maps/dir//-38.034602841393955,145.2671999765021/@your+location,17z/data=!4m2!4m1!3e0;10  Enterprise Ave Hampton Park 3976;Hampton Park;2025-05-26;Waratah
-37.9648275627, 145.2652768326;"{""coordinates"": [145.2652768326, -37.9648275627], ""type"": ""Point""}";3802;MGA2020 Zone 55;-37.96482756271391;145.26527683263842;;Cage;;1;240lt;;General;;Yellow;;5- Excellent;;;Working;;yes;5- Excellent;;2023-01-23;347617;5796669;760;https://www.google.com.au/maps/dir//-37.96482756271391,145.26527683263842/@your+location,17z/data=!4m2!4m1!3e0;19-23 Skye Cr Endeavour Hills 3802;Endeavour Hills;2025-05-26;Kalora
-37.9894651193, 145.2738112026;"{""coordinates"": [145.2738112026, -37.9894651193], ""type"": ""Point""}";3803;MGA2020 Zone 55;-37.98946511934877;145.2738112026287;;Cage;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2023-01-23;348418;5793949;761;https://www.google.com.au/maps/dir//-37.98946511934877,145.2738112026287/@your+location,17z/data=!4m2!4m1!3e0;David Collins Drv Hallam 3803;Hallam;2025-05-26;Kalora
-38.0684677838, 145.3459050415;"{""coordinates"": [145.3459050415, -38.0684677838], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.068467783773464;145.34590504145513;;Free Standing;;4;240lt;;General,Recycle;;Green,Yellow;;Other;;;Other;;;5- Excellent;;2023-01-23;354905;5785298;766;https://www.google.com.au/maps/dir//-38.068467783773464,145.34590504145513/@your+location,17z/data=!4m2!4m1!3e0;Bernly Blvd Berwick 3806;Berwick;2025-05-26;Kowan
-38.1192598539, 145.3090107535;"{""coordinates"": [145.3090107535, -38.1192598539], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.119259853879086;145.3090107535408;;Free Standing;;1;660lt;;Green Waste;;Green;;Other;;;Working;;;5- Excellent;;2023-01-23;351771;5779603;768;https://www.google.com.au/maps/dir//-38.119259853879086,145.3090107535408/@your+location,17z/data=!4m2!4m1!3e0;200 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.0334935384, 145.265015569;"{""coordinates"": [145.265015569, -38.0334935384], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.033493538396165;145.26501556899706;;Free Standing;;12;240lt;;General,Recycle;;Green,Yellow;;;;;Other;;no;3- Good;;2022-11-10;347737;5789049;771;https://www.google.com.au/maps/dir//-38.033493538396165,145.26501556899706/@your+location,17z/data=!4m2!4m1!3e0;16-20 Stuart Ave Hampton Park 3976;Hampton Park;2025-05-26;Waratah
-38.0311816838, 145.346006127;"{""coordinates"": [145.346006127, -38.0311816838], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.03118168379636;145.3460061269976;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-11-10;354840;5789435;773;https://www.google.com.au/maps/dir//-38.03118168379636,145.3460061269976/@your+location,17z/data=!4m2!4m1!3e0;Central Reserve  Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0312590907, 145.345751317;"{""coordinates"": [145.345751317, -38.0312590907], ""type"": ""Point""}";3806;MGA2020 Zone 55;-38.03125909069635;145.34575131699762;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-11-10;354818;5789426;774;https://www.google.com.au/maps/dir//-38.03125909069635,145.34575131699762/@your+location,17z/data=!4m2!4m1!3e0;Central Reserve  Berwick 3806;Berwick;2025-05-26;Akoonah
-38.0645875074, 145.298875859;"{""coordinates"": [145.298875859, -38.0645875074], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.06458750739625;145.29887585899735;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-11-10;350772;5785654;775;https://www.google.com.au/maps/dir//-38.06458750739625,145.29887585899735/@your+location,17z/data=!4m2!4m1!3e0;305-459 Cranbourne Rd Narre Warren South 3805;Narre Warren South;2025-05-26;Casuarina
-38.1123582786, 145.295172986;"{""coordinates"": [145.295172986, -38.1123582786], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11235827859623;145.2951729859973;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-11-10;350544;5780347;778;https://www.google.com.au/maps/dir//-38.11235827859623,145.2951729859973/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.1123024132, 145.294959834;"{""coordinates"": [145.294959834, -38.1123024132], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.112302413196225;145.29495983399724;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-11-10;350525;5780353;779;https://www.google.com.au/maps/dir//-38.112302413196225,145.29495983399724/@your+location,17z/data=!4m2!4m1!3e0;Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
