Location Coordinate;Feature Extent;Postcode;Projection;Latitude Coordinate;Longitude Coordinate;Location;Bin Type;Bin Type (other);Number of Bins;Bin Size;Bin Size (other);Waste Type;Waste Type (other);Bin Colours;Bin Colours (other);Stand Condition;Stand Condition - other;Plate Fitting;Locking;Locking - other;Key Requirement;Bin Condition;Bin Condition - other;Date;Easting Coordinate;Northing Coordinate;GISFid;Google Maps Direction;Property_Address;Suburb;Last Modification Date;Council Ward
-38.2134913467, 145.381249096;"{""coordinates"": [145.381249096, -38.2134913467], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21349134669634;145.38124909599784;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;358287;5769260;983;https://www.google.com.au/maps/dir//-38.21349134669634,145.38124909599784/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2132696873, 145.380844753;"{""coordinates"": [145.380844753, -38.2132696873], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.213269687296346;145.3808447529979;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;358251;5769284;984;https://www.google.com.au/maps/dir//-38.213269687296346,145.3808447529979/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2132022549, 145.38078893;"{""coordinates"": [145.38078893, -38.2132022549], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21320225489635;145.38078892999783;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;358246;5769291;985;https://www.google.com.au/maps/dir//-38.21320225489635,145.38078892999783/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin Vic 3980;Tooradin;2025-05-26;Tooradin
-38.2138767047, 145.38089471;"{""coordinates"": [145.38089471, -38.2138767047], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21387670469636;145.38089470999785;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;358256;5769216;989;https://www.google.com.au/maps/dir//-38.21387670469636,145.38089470999785/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2138339443, 145.38134132;"{""coordinates"": [145.38134132, -38.2138339443], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21383394429634;145.38134131999783;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;;3- Good;;2022-10-06;358295;5769222;990;https://www.google.com.au/maps/dir//-38.21383394429634,145.38134131999783/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin Vic 3980;Tooradin;2025-05-26;Tooradin
-38.2144038845, 145.382436644;"{""coordinates"": [145.382436644, -38.2144038845], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.214403884496384;145.3824366439978;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;358392;5769160;992;https://www.google.com.au/maps/dir//-38.214403884496384,145.3824366439978/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Tooradin 3980;Tooradin;2025-05-26;Tooradin
-38.2148522744, 145.310034938;"{""coordinates"": [145.310034938, -38.2148522744], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.21485227439621;145.31003493799741;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-06;352054;5768997;1002;https://www.google.com.au/maps/dir//-38.21485227439621,145.31003493799741/@your+location,17z/data=!4m2!4m1!3e0;Irene Pde Cannons Creek 3977;Cannons Creek;2025-05-26;Cranbourne Gardens
-38.2130449685, 145.315194084;"{""coordinates"": [145.315194084, -38.2130449685], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.21304496849622;145.31519408399745;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-06;352502;5769206;1006;https://www.google.com.au/maps/dir//-38.21304496849622,145.31519408399745/@your+location,17z/data=!4m2!4m1!3e0;25 Glenalva Pde Cannons Creek 3977;Cannons Creek;2025-05-26;Cranbourne Gardens
-38.1257938827, 145.234335037;"{""coordinates"": [145.234335037, -38.1257938827], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12579388269604;145.2343350369968;;Cage;;3;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-06;345239;5778756;1008;https://www.google.com.au/maps/dir//-38.12579388269604,145.2343350369968/@your+location,17z/data=!4m2!4m1!3e0;63 Encore Blvd  Cranbourne South Vic 3977;Cranbourne South;2025-05-26;Cranbourne Gardens
-38.1241778396, 145.351254053;"{""coordinates"": [145.351254053, -38.1241778396], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12417783959633;145.3512540529977;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;355484;5779124;1042;https://www.google.com.au/maps/dir//-38.12417783959633,145.3512540529977/@your+location,17z/data=!4m2!4m1!3e0;24 Merribrook Blvd Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1253392902, 145.338405334;"{""coordinates"": [145.338405334, -38.1253392902], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12533929019633;145.3384053339976;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;5- Excellent;;2022-10-03;354360;5778975;1045;https://www.google.com.au/maps/dir//-38.12533929019633,145.3384053339976/@your+location,17z/data=!4m2!4m1!3e0;55 Creekside St Clyde 3978;Clyde;2025-05-26;Tooradin
-38.0976740225, 145.373938568;"{""coordinates"": [145.373938568, -38.0976740225], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.09767402249639;145.37393856799778;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;5- Excellent;;2022-10-03;357421;5782100;1053;https://www.google.com.au/maps/dir//-38.09767402249639,145.37393856799778/@your+location,17z/data=!4m2!4m1!3e0;252 St Germain Blvd Clyde North Vic 3978;Clyde North;2025-05-26;Dillwynia
-38.1027354347, 145.379250851;"{""coordinates"": [145.379250851, -38.1027354347], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.102735434696406;145.37925085099778;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;357897;5781547;1056;https://www.google.com.au/maps/dir//-38.102735434696406,145.37925085099778/@your+location,17z/data=!4m2!4m1!3e0;20 Grazing Way Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.1173018832, 145.344040571;"{""coordinates"": [145.344040571, -38.1173018832], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.117301883196326;145.34404057099763;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;354838;5779876;1064;https://www.google.com.au/maps/dir//-38.117301883196326,145.34404057099763/@your+location,17z/data=!4m2!4m1!3e0;48 Ramlegh Blvd Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.0670238187, 145.245421576;"{""coordinates"": [145.245421576, -38.0670238187], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.06702381869611;145.24542157599694;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-09-28;346087;5785296;1074;https://www.google.com.au/maps/dir//-38.06702381869611,145.24542157599694/@your+location,17z/data=!4m2!4m1!3e0;35 Melington Drv Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.0728239846, 145.248723664;"{""coordinates"": [145.248723664, -38.0728239846], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.07282398459611;145.24872366399694;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-09-28;346389;5784658;1083;https://www.google.com.au/maps/dir//-38.07282398459611,145.24872366399694/@your+location,17z/data=!4m2!4m1!3e0;Borland Drv Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.1245135908, 145.308474109;"{""coordinates"": [145.308474109, -38.1245135908], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.124513590796255;145.3084741089974;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-20;351735;5779019;1128;https://www.google.com.au/maps/dir//-38.124513590796255,145.3084741089974/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1135148136, 145.296161715;"{""coordinates"": [145.296161715, -38.1135148136], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11351481359624;145.2961617149973;;Compound;;14;240lt;;General,Recycle;;Green,Yellow;;3- Good;;;Working;;yes;3- Good;;2022-09-20;350633;5780220;1154;https://www.google.com.au/maps/dir//-38.11351481359624,145.2961617149973/@your+location,17z/data=!4m2!4m1!3e0;65 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.1078798901, 145.283526832;"{""coordinates"": [145.283526832, -38.1078798901], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.107879890096186;145.28352683199722;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-14;349514;5780825;898;https://www.google.com.au/maps/dir//-38.107879890096186,145.28352683199722/@your+location,17z/data=!4m2!4m1!3e0;191 South Gippsland Hwy Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1132919302, 145.279456184;"{""coordinates"": [145.279456184, -38.1132919302], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.113291930196176;145.2794561839972;;Compound;;8;240lt;;General,Recycle;;Green,Yellow;;3- Good;;;Working;;yes;4- Very Good;;2022-10-14;349168;5780218;905;https://www.google.com.au/maps/dir//-38.113291930196176,145.2794561839972/@your+location,17z/data=!4m2!4m1!3e0;Grant St Cranbourne 3977;Cranbourne;2025-05-26;Cranbourne Gardens
-38.1123438044, 145.284608712;"{""coordinates"": [145.284608712, -38.1123438044], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11234380439619;145.2846087119972;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-14;349618;5780331;907;https://www.google.com.au/maps/dir//-38.11234380439619,145.2846087119972/@your+location,17z/data=!4m2!4m1!3e0;7-9 Codrington St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.2113246667, 145.376197994;"{""coordinates"": [145.376197994, -38.2113246667], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.21132466669635;145.3761979939978;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;357840;5769492;958;https://www.google.com.au/maps/dir//-38.21132466669635,145.3761979939978/@your+location,17z/data=!4m2!4m1!3e0;South Gippsland Hwy Torradin Vic 3980;Tooradin;2025-05-26;Tooradin
-38.2221424154, 145.310052938;"{""coordinates"": [145.310052938, -38.2221424154], ""type"": ""Point""}";3980;MGA2020 Zone 55;-38.22214241539619;145.31005293799743;;Stand;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-06;352071;5768188;961;https://www.google.com.au/maps/dir//-38.22214241539619,145.31005293799743/@your+location,17z/data=!4m2!4m1!3e0;Rutherford Pde Warneet 3980;Warneet;2025-05-26;Cranbourne Gardens
-38.1491827453, 145.245020706;"{""coordinates"": [145.245020706, -38.1491827453], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.14918274529606;145.2450207059969;;Free Standing;;6;240lt;;General,Recycle;;Green,Yellow;;;;;Working;;yes;3- Good;;2022-10-06;346224;5776179;1009;https://www.google.com.au/maps/dir//-38.14918274529606,145.2450207059969/@your+location,17z/data=!4m2!4m1!3e0;Langley Rd Cranbourne South 3977;Cranbourne South;2025-05-26;Cranbourne Gardens
-38.1490469585, 145.245046858;"{""coordinates"": [145.245046858, -38.1490469585], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.149046958496065;145.24504685799695;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-10-06;346226;5776194;1010;https://www.google.com.au/maps/dir//-38.149046958496065,145.24504685799695/@your+location,17z/data=!4m2!4m1!3e0;235 Pearcedale Rd Cranbourne South 3977;Cranbourne South;2025-05-26;Cranbourne Gardens
-38.1477568578, 145.233226614;"{""coordinates"": [145.233226614, -38.1477568578], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.14775685779602;145.2332266139968;;Free Standing;;1;240lt;;General;;Green;;;;;Other;;no;No presented;;2022-10-01;345188;5776317;1011;https://www.google.com.au/maps/dir//-38.14775685779602,145.2332266139968/@your+location,17z/data=!4m2!4m1!3e0;160-166 Browns Rd Cranbourne South 3977;Cranbourne South;2025-05-26;Cranbourne Gardens
-38.1477602525, 145.255475706;"{""coordinates"": [145.255475706, -38.1477602525], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.14776025249608;145.25547570599704;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-10-06;347138;5776354;1013;https://www.google.com.au/maps/dir//-38.14776025249608,145.25547570599704/@your+location,17z/data=!4m2!4m1!3e0;Opp 2 Kendon Drv Cranbourne South 3977;Botanic Ridge;2025-05-26;Cranbourne Gardens
-38.137364178, 145.2562139;"{""coordinates"": [145.2562139, -38.137364178], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.1373641779961;145.25621389999708;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-06;347181;5777509;1014;https://www.google.com.au/maps/dir//-38.1373641779961,145.25621389999708/@your+location,17z/data=!4m2!4m1!3e0;1-3 Sparks Crt Botanic Ridge 3977;Botanic Ridge;2025-05-26;Cranbourne Gardens
-38.0807679333, 145.376057932;"{""coordinates"": [145.376057932, -38.0807679333], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.080767933296414;145.37605793199785;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-09-06;357574;5783979;1023;https://www.google.com.au/maps/dir//-38.080767933296414,145.37605793199785/@your+location,17z/data=!4m2!4m1!3e0;35 Copabella Cct Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.1034735032, 145.324987332;"{""coordinates"": [145.324987332, -38.1034735032], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.10347350319629;145.32498733199748;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-06;353140;5781380;1028;https://www.google.com.au/maps/dir//-38.10347350319629,145.32498733199748/@your+location,17z/data=!4m2!4m1!3e0;Linsell Blvd Clyde 3978;Clyde North;2025-05-26;Correa
-38.1285483018, 145.321241124;"{""coordinates"": [145.321241124, -38.1285483018], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.128548301796265;145.32124112399748;;Cage;;1;240lt;;General;;Green;;1- Poor;;;Not Working;;no;4- Very Good;;2022-10-03;352862;5778592;1029;https://www.google.com.au/maps/dir//-38.128548301796265,145.32124112399748/@your+location,17z/data=!4m2!4m1!3e0;30 Grande Belmond Ave Clyde 3978;Clyde;2025-05-26;Tooradin
-38.1290607294, 145.321110701;"{""coordinates"": [145.321110701, -38.1290607294], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.12906072939626;145.32111070099745;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;4- Very Good;;2022-10-03;352852;5778535;1030;https://www.google.com.au/maps/dir//-38.12906072939626,145.32111070099745/@your+location,17z/data=!4m2!4m1!3e0;30 Grande Belmond Ave Clyde Vic 3978;Clyde;2025-05-26;Tooradin
-38.1305208989, 145.318997456;"{""coordinates"": [145.318997456, -38.1305208989], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.13052089889628;145.31899745599748;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;352669;5778370;1031;https://www.google.com.au/maps/dir//-38.13052089889628,145.31899745599748/@your+location,17z/data=!4m2!4m1!3e0;41 Grande Belmond Ave Clyde 3978;Clyde;2025-05-26;Tooradin
-38.0790760881, 145.359476768;"{""coordinates"": [145.359476768, -38.0790760881], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.07907608809637;145.35947676799773;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;356116;5784142;1050;https://www.google.com.au/maps/dir//-38.07907608809637,145.35947676799773/@your+location,17z/data=!4m2!4m1!3e0;Como Pde Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.1099035964, 145.335515672;"{""coordinates"": [145.335515672, -38.1099035964], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.10990359639631;145.3355156719976;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-10-03;354076;5780683;1060;https://www.google.com.au/maps/dir//-38.10990359639631,145.3355156719976/@your+location,17z/data=!4m2!4m1!3e0;56 Deoro Pde Clyde North 3978;Clyde North;2025-05-26;Tooradin
-38.1171139744, 145.331183542;"{""coordinates"": [145.331183542, -38.1171139744], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.11711397439629;145.33118354199755;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;353711;5779877;1062;https://www.google.com.au/maps/dir//-38.11711397439629,145.33118354199755/@your+location,17z/data=!4m2!4m1!3e0;24 Blundy Blvd Clyde North 3978;Clyde North;2025-05-26;Tooradin
-38.1144734101, 145.332217384;"{""coordinates"": [145.332217384, -38.1144734101], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.114473410096316;145.33221738399754;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-10-03;353796;5780171;1067;https://www.google.com.au/maps/dir//-38.114473410096316,145.33221738399754/@your+location,17z/data=!4m2!4m1!3e0;2 Fitzwilliam Cct Clyde North 3978;Clyde North;2025-05-26;Tooradin
-38.0702216132, 145.251730504;"{""coordinates"": [145.251730504, -38.0702216132], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.0702216131961;145.25173050399695;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-28;346647;5784952;1075;https://www.google.com.au/maps/dir//-38.0702216131961,145.25173050399695/@your+location,17z/data=!4m2!4m1!3e0;7 Watergardens Cct Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.0734457856, 145.25822495;"{""coordinates"": [145.25822495, -38.0734457856], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.07344578559613;145.25822494999701;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-28;347224;5784605;1076;https://www.google.com.au/maps/dir//-38.07344578559613,145.25822494999701/@your+location,17z/data=!4m2!4m1!3e0;51 Gregson Grv Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.0719507911, 145.249340379;"{""coordinates"": [145.249340379, -38.0719507911], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.0719507910961;145.24934037899698;;Stand;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-09-28;346441;5784756;1082;https://www.google.com.au/maps/dir//-38.0719507910961,145.24934037899698/@your+location,17z/data=!4m2!4m1!3e0;Boland Drv Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.0715923139, 145.250926931;"{""coordinates"": [145.250926931, -38.0715923139], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.07159231389611;145.250926930997;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-09-28;346580;5784798;1084;https://www.google.com.au/maps/dir//-38.07159231389611,145.250926930997/@your+location,17z/data=!4m2!4m1!3e0;Boland Dr Lyndhurst 3975;Lyndhurst;2025-05-26;Quarters
-38.0571125542, 145.251430224;"{""coordinates"": [145.251430224, -38.0571125542], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.05711255419611;145.25143022399698;;Cage;;1;240lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-09-28;346594;5786406;1092;https://www.google.com.au/maps/dir//-38.05711255419611,145.25143022399698/@your+location,17z/data=!4m2!4m1!3e0;95 Paterson Drv Lynbrook 3975;Lynbrook;2025-05-26;River Gum
-38.0473929132, 145.250417059;"{""coordinates"": [145.250417059, -38.0473929132], ""type"": ""Point""}";3975;MGA2020 Zone 55;-38.04739291319613;145.25041705899693;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-28;346484;5787483;1098;https://www.google.com.au/maps/dir//-38.04739291319613,145.25041705899693/@your+location,17z/data=!4m2!4m1!3e0;Hutchinson Drv Lynbrook 3975;Lynbrook;2025-05-26;River Gum
-38.1602219632, 145.318158679;"{""coordinates"": [145.318158679, -38.1602219632], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.16022196319625;145.31815867899746;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-09-20;352656;5775072;1099;https://www.google.com.au/maps/dir//-38.16022196319625,145.31815867899746/@your+location,17z/data=!4m2!4m1!3e0;2040 South Gippsland Hwy Devon Meadows 3977;Devon Meadows;2025-05-26;Cranbourne Gardens
-38.1600045367, 145.318207126;"{""coordinates"": [145.318207126, -38.1600045367], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.16000453669625;145.3182071259975;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-09-20;352659;5775097;1100;https://www.google.com.au/maps/dir//-38.16000453669625,145.3182071259975/@your+location,17z/data=!4m2!4m1!3e0;2040 South Gippsland Hwy Devon Meadows 3977;Devon Meadows;2025-05-26;Cranbourne Gardens
-38.1402439904, 145.288659409;"{""coordinates"": [145.288659409, -38.1402439904], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.14024399039621;145.28865940899723;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-20;350030;5777242;1103;https://www.google.com.au/maps/dir//-38.14024399039621,145.28865940899723/@your+location,17z/data=!4m2!4m1!3e0;42 Bandicoot Blvd Junction Village 3977;Junction Village;2025-05-26;Cranbourne Gardens
-38.1364615728, 145.293928357;"{""coordinates"": [145.293928357, -38.1364615728], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.13646157279619;145.29392835699733;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-09-20;350484;5777670;1104;https://www.google.com.au/maps/dir//-38.13646157279619,145.29392835699733/@your+location,17z/data=!4m2!4m1!3e0;1-3 Sherwood Rd Junction Village 3977;Junction Village;2025-05-26;Cranbourne Gardens
-38.1253628852, 145.312988553;"{""coordinates"": [145.312988553, -38.1253628852], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12536288519624;145.3129885529974;;Compound;;4;240lt;;General,Recycle;;Green,Yellow;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-20;352132;5778932;1109;https://www.google.com.au/maps/dir//-38.12536288519624,145.3129885529974/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1248895591, 145.314715561;"{""coordinates"": [145.314715561, -38.1248895591], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12488955909627;145.31471556099748;;Compound;;10;240lt;;General,Recycle;;Green,Yellow;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-20;352283;5778988;1112;https://www.google.com.au/maps/dir//-38.12488955909627,145.31471556099748/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1228578277, 145.31588316;"{""coordinates"": [145.31588316, -38.1228578277], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12285782769624;145.31588315999747;;Cage;;2;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-09-20;352381;5779215;1114;https://www.google.com.au/maps/dir//-38.12285782769624,145.31588315999747/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1226255652, 145.315910988;"{""coordinates"": [145.315910988, -38.1226255652], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12262556519626;145.31591098799743;;Free Standing;;10;240lt;;General,Recycle;;Green,Yellow;;;;;;;no;3- Good;;2022-09-20;352383;5779241;1116;https://www.google.com.au/maps/dir//-38.12262556519626,145.31591098799743/@your+location,17z/data=!4m2!4m1!3e0;Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1185379206, 145.307352059;"{""coordinates"": [145.307352059, -38.1185379206], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.118537920596246;145.30735205899742;;Compound;;8;240lt;;General,Recycle;;Green,Yellow;;4- Very Good;;;Working;;yes;3- Good;;2022-09-20;351624;5779681;1121;https://www.google.com.au/maps/dir//-38.118537920596246,145.30735205899742/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1186627271, 145.30757376;"{""coordinates"": [145.30757376, -38.1186627271], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11866272709623;145.30757375999738;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-20;351644;5779667;1122;https://www.google.com.au/maps/dir//-38.11866272709623,145.30757375999738/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1216600957, 145.308138533;"{""coordinates"": [145.308138533, -38.1216600957], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.121660095696235;145.3081385329974;;Cage;;2;240lt;;General,Recycle;;Green,Yellow;;3- Good;;;Working;;yes;3- Good;;2022-09-20;351700;5779335;1124;https://www.google.com.au/maps/dir//-38.121660095696235,145.3081385329974/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1235545382, 145.309404264;"{""coordinates"": [145.309404264, -38.1235545382], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12355453819623;145.30940426399735;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-09-20;351814;5779127;1135;https://www.google.com.au/maps/dir//-38.12355453819623,145.30940426399735/@your+location,17z/data=!4m2!4m1!3e0;160 Berwick-Cranbourne Rd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1239248861, 145.306858307;"{""coordinates"": [145.306858307, -38.1239248861], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12392488609623;145.30685830699736;;Stand;;1;240lt;;Dog Poo;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-20;351592;5779082;1140;https://www.google.com.au/maps/dir//-38.12392488609623,145.30685830699736/@your+location,17z/data=!4m2!4m1!3e0;367 Casey Fields Blvd Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1108578762, 145.308759562;"{""coordinates"": [145.308759562, -38.1108578762], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.110857876196256;145.3087595619974;;Cage;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-20;351732;5780535;1146;https://www.google.com.au/maps/dir//-38.110857876196256,145.3087595619974/@your+location,17z/data=!4m2!4m1!3e0;276I Casey Fields Blvd Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
